Category,Message
0,every mondaynxt week vl completing
0,might ax well im
0,chill another 6hrs could sleep pain surgical emergency see unfolds okay
0,yeah ill try scrounge something
0,crazy ar he married like gd looking guy frens like say he korean leonas fave dun thk aft thinking mayb prob ill go
0,somewhere fredericksburg
0,que pas un buen tiempo something like
0,ok stay night here? xavier sleeping bag im getting tired
0,doesnt need test
0,nothing much chillin home super bowl plan?
1,free2day sexy st george day pic jordan!txt pic 89080 dont miss every wk saucy celeb!4 pic c pocketbabecouk 0870241182716 £3wk
0,bugis oso near wat
0,yo there class tmrw right?
0,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via way2smscom
0,goodnight sleep well da please take care pa please
0,baaaaabe! miss youuuuu ! ? go teach class 5
0,convey regard
0,u ned convince tht possible witot hurting feeling main
0,good afternoon loverboy ! go day ? luck come way? think sweetie send love across sea make smile happy
0,start sending blackberry torch nigeria find buyer me?like 4a month tell dad buy bb anyone oh
0,ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read
0,yo dude guess got arrested day
0,shuhui say change 2 suntec steamboat? u noe where? r u now?
0,dance river do?
0,yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
0,hey really pretty late want go lesson first? join im reaching tp mrt
1,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
0,bbq sat mine 6ish ur welcome 2 come
0,dont know thing thats wrong everyso often panicks start goin bout bein good enough
0,alright im outhave good night!
0,try making another butt
0,hope feeling great pls fill abiola
0,though shd go n fun bar town something sound ok?
0,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting
1,bear pic nick tom pete dick fact type try gay chat photo upload call 08718730666 10pmin 2 stop text call 08712460324
1,500 new mobile 2004 must go! txt nokia 89545 collect today!from £1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,finally ready fyi
0,auntie huai juan never pick phone
1,double min double txt 12 price linerental latest orange bluetooth mobile call mobileupd8 latest offer 08000839402 call2optoutlf56
0,ya tel wats ur problem
1,1 nokia tone 4 ur mob every week! txt nok 87021 1st tone free ! get txtin tell ur friend 150ptone 16 reply hl 4info
0,dnt wnt tlk wid u
0,spend day waiting ideal path appear front u forget path made walking waiting goodnight!
0,ok arm feeling weak cuz got shot go another time
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle
0,storming msg wen u lift phne u say hello u knw wt real meaning hello?? name girl! yes u knw dat girl?? margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person bt girlfrnd g n g h
0,thats ok popped ask bout something said youd around tonght wen girl comes?
0,e best 4 ur exam later
0,hope ur head doesnt hurt 2 much ! ploughing way pile ironing ! staying chinky tonight come round like
0,oh ki think wi nz player unsold
0,haha got fast lose weight thk muz go 4 month den got effect geelater go aust put bk e weight
0,wonder got online love ? gone net cafe ? get phone recharged ? friend net ? think boytoy
0,haha kidding papa need drug
0,thk shld b ya wana go 4 lesson haha go one whole stretch
0,oh ok
0,r still meeting 4 dinner tonight?
0,thats cool! gentleman treat dignity respect
0,shall start hear
0,wait 4 u lor need 2 feel bad lar
0,check? got detailed message
0,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
0,decided people care stuff vote caring stuff loser
0,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
0,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
0,cool fun practicing making babies!
0,actually getting ready leave house
0,kkany special today?
1,urgent important information o2 user today lucky day! 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
0,gotta
0,ive got ten buck jay noncomittal
0,hungry
0,pls speak customer machan
0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv! kettoda manda nice day da
1,dear uve invited xchat final attempt contact u! txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yr
0,wats ur opinion abt abt character?
0,jay snickering tell x totally fucking chord speak
0,nofew hour beforewent hair cut
0,wonder co dun rem seeing silver car thk saw black one
0,lmao take pic send
0,speak feel word better silence gud mrng
0,shes currently scotland
0,work week ?
1,congratulation ur awarded either £500 cd gift voucher free entry 2 £100 weekly draw txt music 87066 tncs wwwldewcom 1 win150ppmx3age16
0,lol great im getting hungry
0,yes saw message
0,ill mu like ltgt second
0,ok
0,thing r good thanx got exam march ive done revision? fran still boyf? ive gotta interviw 4 exeter bit worried!x
0,tell make little spreadsheet track whose idea smoke determine smoke much entire month february ill come
1,sale arsenal dartboard good condition double trebles!
0,dont look back building coat dont want get sick hurry home wear coat gym!!!
0,painful personal thought always try keep everybody happy time nobody recognises alone
0,thanks lovely wisheds rock
0,intrepid duo you! great time see soon
0,asked sen come chennai search job
0,dad went oredi
0,jus hope true missin co im really missin him! havent done anything feel guilty yet
0,wat late still early mah juz go 4 dinner lor aiya dunno
0,arm fine hows cardiff uni?
0,fact leave? think addie go back school tues wed
0,cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
0,yagoing restaurant
0,ok askd u knw tht no?
1,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod £250 cash every wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020
0,ducking chinchilla
0,marriage function
0,look like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer
0,dont give flying monkey wot think certainly dont mind friend mine that!
1,registered optin subscriber ur draw 4 £100 gift voucher entered receipt correct an 80062 whats no1 bbc chart
0,say thanks2
0,msg rajini come
0,ya! taking ure practical lessons? start june
0,thats good need drug
0,stupidits possible
0,decide faster co si going home liao
1,summer finally here! fancy chat flirt sexy single yr area? get matched reply summer free 2 join optout txt stop help08714742804
0,u sleeping going take? haha got spy wat online checking n replying mail lor
1,claire havin borin time alone u wanna cum 2nite? chat 09099725823 hope 2 c u luv claire xx calls£1minmoremobsemspobox45po139wa
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
1,bought one ringtone getting text costing 3 pound offering tone etc
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd
0,kinda first one get twelve! aah speak tomo
1,09066362231 urgent! mobile 07xxxxxxxxx £2000 bonus caller prize 020603! 2nd attempt reach you! call 09066362231 asap!
0,ok good later come find c lucky told go earlier later pple take finish
0,wat make u thk ill fall actually thk im quite prone 2 fall lucky dad home ask come n fetch already
1,07801543489 guaranteed latest nokia phone 40gb ipod mp3 player £500 prize! txt wordcollect no83355! tcllc nyusa 150pmt msgrcvd18
0,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance r ltdecimalgt transaction id kr ltgt
0,wont touch permission
1,hi lucy hubby meetins day fri b alone hotel u fancy cumin over? pls leave msg 2day 09099726395 lucy x calls£1minmobsmorelkpobox177hp51fl
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
0,take small dose tablet fever
0,oh u must taken real valentine shopping first
0,sent email address incomm right?
0,gonna blake night? might able get little early
0,friendship game play word say doesnt start march end may tomorrow yesterday today e
0,nice waitshould texting right now? im gonna pay ticket ya know!
0,im watching lotr w si dis aft u wan 2 meet 4 dinner nite not?
0,keeping away like
0,think far find check google map place dorm
0,trip ok quite tiring lor uni start today ok 4 co im taking module jus concentrating final yr project
0,always saying welp?
0,im guy browsin compulsory
0,ok
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
0,sorry ill call later
0,add dont really care cant least get dude fuck hey money want
0,hello lover! go new job? now? happy? think me? wake slave send teasing kiss across sea
0,told number gautham
0,tell need investigate anywhere
0,ok juz receive
0,cant believe said many thing morning really wanted say good morning love you! beautiful morning see library later
1,account credited 500 free text message activate txt word credit 80488 tc www80488biz
0,end might still vomit okay everything come
0,moneyas youmoney aint thinghow sha!
0,everything weather keep extra warm cold nothing serious pls lot vitamin c
0,hey gal anyone u going e driving centre tmr?
0,im always yahoo messenger send message ill get may send mobile mode sha ill get reply
0,im putting ready lttimegt
0,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon
1,sm ac jsco energy high u may know 2channel 2day ur leadership skill r strong psychic? reply an wquestion end? reply end jsco
0,hostbased idp linux system
1,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
0,dawhats plan?
0,ill ltgt ok
0,oh god im almost home
0,total video converter free download type google search
1,thanks vote sing along star karaoke mobile free link reply sing
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv! kettoda manda nice day da
0,sound like something someone testing would sayy
0,u love someone dont make love u much u love much dont want loved anyone except gud nit
0,peteis phone still? jenny college leannewhat now?
0,oops sorry check dont mind picking tomo half eight station would ok?
0,hey sweet wondering moment might come ? want send file someone wont go yahoo connection suck remember set page go download format disc ? could tell ? know way download big file ? download stuff directly internet help would great prey teasing kiss
0,hows champ leaving glasgow!
0,kall bestcongrats
0,wonder youll get text?
0,need come home give good lovin
1,brand new mobile music service live free music player arrive shortly install phone browse content top artist
0,shall ask one thing dont mistake
0,check wid corect speling ie sarcasm
1,urgent! mobile awarded £2000 bonus caller prize 10803! 2nd attempt contact you! call 08714719523 box95qu bt national rate
0,angry happen dear
0,thk u dun haf 2 hint e forum already lor co told ron n darren going 2 tell shuhui
0,yup ok thanx
0,hicts employee you?
0,pls pls find aunt nike
0,wow love sooo much know ? barely stand ! wonder day go well love think miss
0,screaming mean shouting
0,hey happen de alright
0,picked receipt something earlier
0,think chennai well settled?
0,oh dang! didnt mean send you! lol!
0,unfortunately ive found pick sister airport evening dont think ill going try go one th
0,horrible bf v hungry
0,remember day
1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
0,hows feel? mr real valentine yo valentine even tho u hardly play!!
0,sound good finger make difficult type
0,midnight earliest
0,youre sure im trying make xavier smoke dont want smoke told smoke much?
0,k come nordstrom youre done
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream
0,press conference da
1,hello orange 1 month free access game news sport plus 10 free text 20 photo message reply yes term apply wwworangecoukow
0,completed degree use joining finance
0,good afternoon love ! job prospect ? missing ? ? lazy bleak hmmm ? happy filled love ?
0,shant disturb u anymore jia
0,bishan lar nearer need buy early co buy gotta park car
0,dont know oh
0,dude sux snake got old raiden got buff
0,say hi get as back south tampa preferably kegger
0,e msg jus u said thanks gift
0,u
0,ok dear call chechi
0,yeah tote u wanna?
0,ok found dis pierre cardin one look normal cost 20 sale
0,good sleep rhythm person establish rhythm body learn use want know
0,wat r u doing?
0,message truro hospital ext phone phone side
0,single line big meaning miss anything 4 ur best life dont miss ur best life anything gud nyt
0,got gas money chance gang want go grand nature adventure?
0,dnt worryuse ice piece cloth packalso take 2 tablet
0,dude saw parked car sunroof popped sux
0,get ready put excellent sub face
0,tmrw im finishing 9 door
0,ltgt g saw day ago guy want sell wifi ltgt 3g ltgt thats blanked
0,late
0,whatever im pretty pissed
0,today accept dayu accept as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
0,dont much image class
0,noi got rumour going buy apartment chennai
0,near kalainar tv officethenampet
1,ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
1,sm auction brand new nokia 7250 4 auction today! auction free 2 join take part! txt nokia 86021 now! hgsuite3422lands roww1j6hl
0,si catching e show e afternoon im watching w c u wan 2 watch today tmr lor
0,sound gd haha wah u yan jiu fast liao
0,nosy guess idk reacting im freaked?
0,remember hurt day satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get
0,make girl happy? difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
0,princess? bet brothas chasing you!
0,shall book chez jules half eight thats ok you?
0,hhahhaahahah rofl wtf nig leonardo room something
0,yep dereks house see sunday lt3
0,cool let know kick around ltgt ill day
0,sorry ill call later
0,wondering would okay call uncle john let know thing nigeria r ltgt dollar 2years sent know strain plan pay back every dime give every dime expect anything practical something like
0,charge transfer charge withdraw anyhow like
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
0,4 let go bill miller
0,love set soul fire spark flame big rawring flame xoxo
0,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crushes!!!
0,thats honeymoon outfit
0,help propose going back tomorrow
1,private! 2003 account statement show 800 unredeemed point call 08719899230 identifier code 41685 expires 071104
0,never blame day ur life good day give u happiness bad day give u experience essential life! god blessings! good morning
0,pls confirm time collect cheque
1,registered subscriber yr draw 4 £100 gift voucher b entered receipt correct an next olympics txt an 80062
1,urgent! mobile number awarded £2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
0,daddy take good care
0,yeah probably still gotta check leo
0,kthen special?
0,carlos taking sweet time usual let know patty donewant smoke ill tell haul as
0,ok pa nothing problem
0,heard job? im going wildlife talk tonight u want2come that2worzels wizzle whatever is?!
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u
0,came hostel
0,ok prob ill come lunch
0,jus telling u dat ill b leaving 4 shanghai 21st instead well haf time 2 meet cya
0,freezing ? home yet ? remember kiss mom morning? love ? think ? missing yet ?
0,ready big day tomorrow?
0,ill probably around mu lot
0,645
1,rtking pro video club need help? inforingtonekingcouk call 08701237397 must 16 club credit redeemable wwwringtonekingcouk! enjoy!
0,thnx dude u guy 2nite?
0,sef dey laugh meanwhile hows darling anjie!
0,mm food da
0,k make sense btw carlos difficult guy gonna smoke go pick second batch get gas
0,u download fring app?
0,2 oz guy kinda flaky one friend interested picking $ ltgt worth tonight possible
0,friend u stay fb chat
0,fuck babe miss sooooo much !! wish sleep bed lonely go sleep dream love
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
1,u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094599
0,ah well confuses thing doesnt it?
1,500 free text msg text ok 80488 well credit account
0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
0,dear ok?
1,selected stay 1 250 top british hotel nothing! holiday worth £350! claim call london 02072069400 bx 526 sw73ss
0,yes princess! want make happy
0,sound like many talents! would like go dinner date next week?
0,going film 2day da 6pm sorry da
0,watching movie already xy want 2 shop im shopping w
0,hello little party animal! thought id buzz friend grin reminding loved send naughty adoring kiss
0,yesterday going home
1,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
1,0a$networks allow company bill sm responsible supplier shop give guarantee sell b g
0,great comedycant stop laughing da
1,freemsgfeelin kinda lnly hope u like 2 keep company! jst got cam moby wanna c pic?txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
0,alright set text man
0,hi you? theyre keen go kind feel shouldnt go tomo dont mind you?
0,sleeping nt feeling well
0,u switch fone dammit!!
0,india take lead
0,ill post l8r class
0,thts wat wright brother fly
0,evening v good somewhat event laden fill dont worry head ok throat wrecked see six then!
0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear
0,laptop take
0,dont file bagi work called mei tell find anything room
0,wan early lei outside wun b home early neva mind
1,ur chance win £250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
0,bugis juz wat im walking home oredi late reply oso saw top dat like din buy r now?
0,wishing family merry x ma happy new year advance
0,7 go ok na
0,yes posted couple pic fb there still snow outside im waking
0,sif one good partnership going take lead
1,rgent! 2nd attempt contact u!u £1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max£7 50
0,yeah wheres class at?
0,send bec temple na
0,arent coming home class right? need work shower!
1,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx calls£1minmobsmorelkpobox177hp51fl
0,mostly like
0,v fan
0,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor
0,guess spent last night phasing fourth dimension
0,dad gonna call get work ask crazy question
0,yesbut said
0,hurting n meaningful line ever compromised everything love end love compromised everything gud mornin
0,lmao!nice 1
0,glad see reply
1,urgent! trying contact u today draw show £800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs
1,monthly password wap mobsicom 391784 use wap phone pc
0,nah dub je still buff
0,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside
0,yeah thats fine! £6 get ok?
0,lol u come ideas?
0,many people seems special first sight remain special till last sight maintain till life end sh!jas
0,today song dedicated day song u dedicate me? send ur valuable frnds first rply
0,okay wait ah
0,lei?
0,hi babe u r likely bed im sorry tonight! really wanna see u tomorrow call 9 love xxx
0,already squatting new way walking
0,want bold 2 bb torch
0,cramp stopped going back sleep
1,today vodafone number ending 0089my last four digit selected received £350 award number match please call 09063442151 claim £350 award
1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 81618?3 per weekstop sms08718727870
0,nan sonathaya soladha boss?
0,bring tat cd forget
1,sunshine quiz wkly q! win top sony dvd player u know country algarve in? txt ansr 82277 £150 sptyrone
0,dont know im raping dude poker
0,weightloss! girl friend make load money ebay something give thanks god
0,gr8 see message r u leaving? congrats dear school wat r ur plan
0,eatin later im eatin wif frens lei going home first?
0,finish already yar keep saying mushy embarrassed ok
0,sorry man stash ran dry last night cant pick sunday
0,hai priya right doctor said pa
1,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service
0,ok
0,please ask mummy call father
0,come room cannot come house co house still messy haha
0,lost 10 kilo today!
0,taste fish curry p
0,do? might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp dont worry
0,yun ahnow wkg where?btw go nu sc wana specialise wad?
0,yes! one woman man! please tell like dislike bed
0,test earlier appreciate call tomorrow
0,hows loverboy ? keep coming queen hmmm ? doesnt ache speak ? miss desparately ?
0,u meet fren dun wan meet ah muz b guy rite
0,promise though havent even gotten dinner yet
0,got back! dislike bed?
0,turn stereo love mi phone unknown album
1,hard live 121 chat 60pmin choose girl connect live call 09094646899 now! cheap chat uk biggest live service vu bcm1896wc1n3xx
0,yeah dont see
0,asking u knw nt? may ur frnds classmates?
0,sorry earlier putting firesare around talk 9? actually life lol!
1,wow! boy r back take 2007 uk tour win vip ticket prebook vip club txt club 81303 trackmarque ltd infovipclub4u
0,missionary hook doggy hook standing
0,u better go sleep dun disturb u liao u wake msg lor
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
0,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
0,thought praps meant another one goodo! ill look tomorrow
0,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur rent mayb interested hav 12000pes around £48 tb james
0,bold 2 ltgt
0,know shall speak ltgt minute
0,alrite hunny!wot u 2 2nite? didnt end goin town jus da pub instead! jus chillin da mo bedroom!love jen xxx
0,went project centre
0,per request maangalyam alaipayuthe set callertune caller press 9 copy friend callertune
0,lol yeah point guess
0,project w frens lor
0,lol well quality aint bad aint complaining
0,k happen tonight?
1,hi mandy sullivan calling hotmix fmyou chosen receive £500000 easter prize drawplease telephone 09041940223 claim 290305 prize transferred someone else
0,think going finn come
0,tired special
0,come tomorrow di
0,cant pick phone right pls send message
0,k go sleep well take rest
0,u guy never invite anywhere
1,ur going 2 bahamas! callfreefone 08081560665 speak live operator claim either bahamas cruise of£2000 cash 18only opt txt x 07786200117
0,that! want please inside outside bedroom
0,ey! calm downon theacusations itxt u co iwana know wotu r doin thewend haventcn u agesring ur up4 nething satlove j xxx
0,love wine dine lady!
1,someone conacted dating service entered phone fancy you!to find call landline 09111030116 pobox12n146tf15
0,im cool ta luv vtired 2 cause doin load planning wk got social service inspection nursery! take care spk sn x
0,know account detailsi ask mom send youmy mom reach
0,think u wrong number
0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
0,b late love mum
0,got itmail panren paru
0,thinking chuckin ur red green n black trainners 2 save carryin bac train
0,give one miss number please
0,jus came back fr lunch wif si u leh?
0,schedule next week? town weekend
0,really gooddhanush rock
0,lmao ok wont needing u hair anymore
0,miss ya need ya want ya love ya
0,sorry im free
0,u ever get song stuck head reason wont go away til u listen like 5 times?
0,nt yet chikkusimple habbahw abt u?
0,got ur mail dileepthank muchand look forward lot supportvery less contact hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl
0,joy father john john name joy father mandan
1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile £10 txtauction!txt wordstart no81151 get now!4t
0,hi yijue regarding 3230 textbook intro algorithm second edition im selling $50
1,sm auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
0,k want u come now?
0,little difficult simple way enter place
0,ha u e thing got tv 2 watch u thk 2 go tonight u already haf smth mind
0,dont show far put new picture facebook
0,watching tv got new job
0,good afternoon sexy buns! go job search ? wake first thought always love wish fine happy know adore you!
0,im coming whatever want
0,ok chikku 1 favourite song
0,u see posted facebook?
1,call freephone 0800 542 0578 now!
1,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see o2coukgames 4 term setting purchase
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
1,loan purpose £500 £75000 homeowner tenant welcome previously refused? still help call free 0800 1956669 text back help
1,big brother alert! computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobile vary
0,oh well c u later
0,uncle atlanta wish guy great semester
0,dear free message without recharge hi hi hi
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
0,dun believe u thk u told
0,know god created gap fingers? one made come amp fill gap holding hand love!
0,yessura sun tvlol
0,arun u transfr amt
0,takin shower yeah ill leave im done
0,working eye philosophy text u later bit free chat
0,u havent lost ill always b 4ui didnt intend 2 hurt u never knew u felt iwasmarinethats itried2tell urmomi careabout u
1,win winner! mr foley ipod! exciting prize soon keep eye ur mobile visit wwwwin82050couk
0,bad girl still remember
0,much gave morning
0,hope alright babe? worry might felt bit desparate learned job fake ? waiting come back love
0,hey tell blake address? carlos wanted meet got lost he answering phone
0,get opinion something first?
0,one week leave put know time
0,hit move
0,excellent spent ltgt year air force iraq afghanistan stable honest like traveling?
0,wanna watch movie
0,ok lor thanx school?
0,im class get text
0,bus leaf ltgt
0,god blessget good sleep deari pray!
1,today voda number ending 1225 selected receive £50award match please call 08712300220 quoting claim code 3100 standard rate app
0,nice day today love dearly
0,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh
0,aight ill ask roommate
0,whats house ? beer ?
0,wan 2 meet n combine parts? hows da rest da project going?
0,getting ticket 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak terry
0,yes chatting
0,hi jess dont know work call u im home eve xxx
0,sian aft meeting supervisor got work 2 liao u working now?
0,going write ccna exam week??
0,well watch shrek 3d!!b
0,much dirty fellow?
0,dunno dat wat told ok lor
0,ill probably tomorrow even later tonight somethings going
0,couldnt say dying man feel sad go wanted know would probably gone late night
0,youre thinking lifting one
0,u dun wan u dun like already ah wat u now? still eating?
0,sent ur email id soon
0,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem!!!
0,dude whats teresa hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading plus really really bam first aid usmle work done
0,hey gorgeous man work mobile number good one babe squishy mwahs
0,may call later pls
1,hottest pic straight phone!! see getting wet wanting xx text pic 89555 now! txt cost 150p textoperator g696ga 18 xxx
0,thats way stay oh
0,hello thanx taking call got job! start monday!
0,time ur flight tmr?
0,come over?
0,rather prominent bite mark right cheek
0,september then!
0,wet right now?
0,hows husband
1,hack chat get backdoor entry 121 chat room fraction cost reply neo69 call 09050280520 subscribe 25p pm dp bcm box 8027 ldn wc1n3xx
0,norm tomorrow? finish 415 co st test need sort library stuff point tomo got letter today access til end march better get move on!
0,yeah got list u joanna im feeling really anti social
0,office na
0,comingdown later?
0,super dagood replacement murali
0,da good good playerwhy unsold
0,hi u want join sts later? meeting five call u class
0,engalnd! telly decided wont let watch mia elliot kissing! damn it!
1,free nokia motorola upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 08001950382 call 2optoutd3wv
0,dont want hear philosophy say happen
0,got job wiproyou get every thing life 2 3 year
0,cant get da laptop? matric card wif lei
0,dunno da next show aft 6 850 toa payoh got 650
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08718726970 now! 10p per min btnationalrate
0,made payment dont much sorry would want fedex way
0,didt play one day last year know even though good team like india
0,kyou girl waiting reception ah?
0,say slowly? godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
0,hate turn fun shopping trip annoying day everything would look house
0,sir waiting call
0,whats want come online?
0,could work well reach consensus next meeting
0,aiyah wait lor u entertain hee
0,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt show really dont know messy wednesday wasnt bad problem time clean choose skype take picture sleep want go dont mind thing dont make bed throw laundry top cant friend house im embarassed there underwear bra strewn bed pillow floor thats something else used good least making bed
0,ill let know kick
0,call ok said call
0,call number available appointment ask connect call waheed fathima
0,go buy wif meet later can?
0,mmmm fuck fair ! know weakness ! grin push knee expose belly pull head dont forget know wicked smile
0,today system sh get readyall well also deep well
0,mom want know
0,aight ill text im back
0,dont know support as srt thnk think ps3 play usb
0,oh ok didnt know meant yep baby jontin
1,guaranteed £1000 cash £2000 prizeto claim yr prize call customer service representative
1,would like see xxx pic hot nearly banned uk!
1,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play now! send hmv 86688 infowww100percentrealcom
0,watching tv got new job
0,pen thing beyond joke wont biro do? dont master cant ever again!
0,party alex nichols
1,u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094594
0,seeing missed call dear brother gr8 day
0,ok finishing soon?
0,sorry cant help
0,come slave going shell unconsciously avoiding making unhappy
0,love ass! enjoy doggy style?
0,think asking gym excuse lazy people jog
1,dear 0776xxxxxxx uve invited xchat final attempt contact u! txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
1,urgent! please call 09061743811 landline abta complimentary 4 tenerife holiday £5000 cash await collection sae tc box 326 cw25wx 150ppm
0,way home long dry spell season would
0,gotta collect da car 6 lei
0,ok knackered came home went sleep! good full time work lark
0,probably earlier station think
1,call 09090900040 listen extreme dirty live chat going office right total privacy one know sic listening 60p min 247mp 0870753331018
0,good morning plz call sir
1,freemsg hey u got 1 videopic fones reply wild txt ill send u pic hurry im bored work xxx 18 150prcvd stop2stop
0,uh head dont much left
0,tot u outside co darren say u come shopping course nice wat jus went sim lim look mp3 player
0,aight sound good want come down?
0,wat would u like 4 ur birthday?
0,love working home
0,miss vday parachute double coins??? u must know well
0,sorry ill call later
0,sister got placed birla soft da
1,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tc apply 08452810073 detail 18
0,wah okie okie muz make use e unlimited haha
0,therere people mu im table lambda
